"indicador","ano","município","valor"
"Matrícula em distorção no ensino médio","2008","Morrinhos","69"
"Matrícula em distorção no ensino médio","2008","Mucambo","128"
"Matrícula em distorção no ensino médio","2008","Mulungu","54"
"Matrícula em distorção no ensino médio","2008","Nova Olinda","136"
"Matrícula em distorção no ensino médio","2008","Nova Russas","612"
"Matrícula em distorção no ensino médio","2008","Novo Oriente","224"
"Matrícula em distorção no ensino médio","2008","Ocara","296"
"Matrícula em distorção no ensino médio","2008","Orós","151"
"Matrícula em distorção no ensino médio","2008","Pacajus","462"
"Matrícula em distorção no ensino médio","2008","Pacatuba","897"
"Matrícula em distorção no ensino médio","2008","Pacoti","53"
"Matrícula em distorção no ensino médio","2008","Pacujá","57"
"Matrícula em distorção no ensino médio","2008","Palhano","64"
"Matrícula em distorção no ensino médio","2008","Palmácia","75"
"Matrícula em distorção no ensino médio","2008","Paracuru","404"
"Matrícula em distorção no ensino médio","2008","Paraipaba","318"
"Matrícula em distorção no ensino médio","2008","Parambu","225"
"Matrícula em distorção no ensino médio","2008","Paramoti","74"
"Matrícula em distorção no ensino médio","2008","Pedra Branca","196"
"Matrícula em distorção no ensino médio","2008","Penaforte","65"
"Matrícula em distorção no ensino médio","2008","Pentecoste","448"
"Matrícula em distorção no ensino médio","2008","Pereiro","124"
"Matrícula em distorção no ensino médio","2008","Pindoretama","265"
"Matrícula em distorção no ensino médio","2008","Piquet Carneiro","71"
"Matrícula em distorção no ensino médio","2008","Pires Ferreira","79"
"Matrícula em distorção no ensino médio","2008","Poranga","124"
"Matrícula em distorção no ensino médio","2008","Porteiras","90"
"Matrícula em distorção no ensino médio","2008","Potengi","66"
"Matrícula em distorção no ensino médio","2008","Potiretama","42"
"Matrícula em distorção no ensino médio","2008","Quiterianópolis","165"
"Matrícula em distorção no ensino médio","2008","Quixadá","615"
"Matrícula em distorção no ensino médio","2008","Quixelô","178"
"Matrícula em distorção no ensino médio","2008","Quixeramobim","614"
"Matrícula em distorção no ensino médio","2008","Quixeré","93"
"Matrícula em distorção no ensino médio","2008","Redenção","140"
"Matrícula em distorção no ensino médio","2008","Reriutaba","143"
"Matrícula em distorção no ensino médio","2008","Russas","377"
"Matrícula em distorção no ensino médio","2008","Saboeiro","162"
"Matrícula em distorção no ensino médio","2008","Salitre","121"
"Matrícula em distorção no ensino médio","2008","Santa Quitéria","622"
"Matrícula em distorção no ensino médio","2008","Santana do Acaraú","325"
"Matrícula em distorção no ensino médio","2008","Santana do Cariri","134"
"Matrícula em distorção no ensino médio","2008","São Benedito","526"
"Matrícula em distorção no ensino médio","2008","São Gonçalo do Amarante","586"
"Matrícula em distorção no ensino médio","2008","São João do Jaguaribe","63"
"Matrícula em distorção no ensino médio","2008","São Luís do Curu","77"
"Matrícula em distorção no ensino médio","2008","Senador Pompeu","106"
"Matrícula em distorção no ensino médio","2008","Senador Sá","138"
"Matrícula em distorção no ensino médio","2008","Sobral","2592"
"Matrícula em distorção no ensino médio","2008","Solonópole","92"
"Matrícula em distorção no ensino médio","2008","Tabuleiro do Norte","279"
"Matrícula em distorção no ensino médio","2008","Tamboril","484"
"Matrícula em distorção no ensino médio","2008","Tarrafas","46"
"Matrícula em distorção no ensino médio","2008","Tauá","351"
"Matrícula em distorção no ensino médio","2008","Tejuçuoca","137"
"Matrícula em distorção no ensino médio","2008","Tianguá","586"
"Matrícula em distorção no ensino médio","2008","Trairi","771"
"Matrícula em distorção no ensino médio","2008","Tururu","103"
"Matrícula em distorção no ensino médio","2008","Ubajara","281"
"Matrícula em distorção no ensino médio","2008","Umari","145"
"Matrícula em distorção no ensino médio","2008","Umirim","258"
"Matrícula em distorção no ensino médio","2008","Uruburetama","269"
"Matrícula em distorção no ensino médio","2008","Uruoca","52"
"Matrícula em distorção no ensino médio","2008","Varjota","183"
"Matrícula em distorção no ensino médio","2008","Várzea Alegre","267"
"Matrícula em distorção no ensino médio","2008","Viçosa do Ceará","533"
"Matrícula em distorção no ensino médio","2009","Ceará","103077"
"Matrícula em distorção no ensino médio","2009","Abaiara","36"
"Matrícula em distorção no ensino médio","2009","Acarape","57"
"Matrícula em distorção no ensino médio","2009","Acaraú","449"
"Matrícula em distorção no ensino médio","2009","Acopiara","470"
"Matrícula em distorção no ensino médio","2009","Aiuaba","116"
"Matrícula em distorção no ensino médio","2009","Alcântaras","52"
"Matrícula em distorção no ensino médio","2009","Altaneira","89"
"Matrícula em distorção no ensino médio","2009","Alto Santo","162"
"Matrícula em distorção no ensino médio","2009","Amontada","700"
"Matrícula em distorção no ensino médio","2009","Antonina do Norte","73"
"Matrícula em distorção no ensino médio","2009","Apuiarés","139"
"Matrícula em distorção no ensino médio","2009","Aquiraz","1064"
"Matrícula em distorção no ensino médio","2009","Aracati","697"
"Matrícula em distorção no ensino médio","2009","Aracoiaba","236"
"Matrícula em distorção no ensino médio","2009","Ararendá","101"
"Matrícula em distorção no ensino médio","2009","Araripe","198"
"Matrícula em distorção no ensino médio","2009","Aratuba","131"
"Matrícula em distorção no ensino médio","2009","Arneiroz","55"
"Matrícula em distorção no ensino médio","2009","Assaré","192"
"Matrícula em distorção no ensino médio","2009","Aurora","206"
"Matrícula em distorção no ensino médio","2009","Baixio","100"
"Matrícula em distorção no ensino médio","2009","Banabuiú","294"
"Matrícula em distorção no ensino médio","2009","Barbalha","334"
"Matrícula em distorção no ensino médio","2009","Barreira","221"
"Matrícula em distorção no ensino médio","2009","Barro","418"
"Matrícula em distorção no ensino médio","2009","Barroquinha","176"
"Matrícula em distorção no ensino médio","2009","Baturité","271"
"Matrícula em distorção no ensino médio","2009","Beberibe","631"
"Matrícula em distorção no ensino médio","2009","Bela Cruz","223"
"Matrícula em distorção no ensino médio","2009","Boa Viagem","543"
"Matrícula em distorção no ensino médio","2009","Brejo Santo","372"
"Matrícula em distorção no ensino médio","2009","Camocim","580"
"Matrícula em distorção no ensino médio","2009","Campos Sales","490"
"Matrícula em distorção no ensino médio","2009","Canindé","537"
"Matrícula em distorção no ensino médio","2009","Capistrano","165"
"Matrícula em distorção no ensino médio","2009","Caridade","126"
"Matrícula em distorção no ensino médio","2009","Cariré","149"
"Matrícula em distorção no ensino médio","2009","Caririaçu","381"
"Matrícula em distorção no ensino médio","2009","Cariús","112"
"Matrícula em distorção no ensino médio","2009","Carnaubal","160"
"Matrícula em distorção no ensino médio","2009","Cascavel","859"
"Matrícula em distorção no ensino médio","2009","Catarina","84"
"Matrícula em distorção no ensino médio","2009","Catunda","100"
"Matrícula em distorção no ensino médio","2009","Caucaia","4068"
"Matrícula em distorção no ensino médio","2009","Cedro","224"
"Matrícula em distorção no ensino médio","2009","Chaval","154"
"Matrícula em distorção no ensino médio","2009","Choró","132"
"Matrícula em distorção no ensino médio","2009","Chorozinho","353"
"Matrícula em distorção no ensino médio","2009","Coreaú","466"
"Matrícula em distorção no ensino médio","2009","Crateús","899"
"Matrícula em distorção no ensino médio","2009","Crato","1648"
"Matrícula em distorção no ensino médio","2009","Croatá","195"
"Matrícula em distorção no ensino médio","2009","Cruz","157"
"Matrícula em distorção no ensino médio","2009","Deputado Irapuan Pinheiro","50"
"Matrícula em distorção no ensino médio","2009","Ereré","38"
"Matrícula em distorção no ensino médio","2009","Eusébio","550"
"Matrícula em distorção no ensino médio","2009","Farias Brito","219"
"Matrícula em distorção no ensino médio","2009","Forquilha","362"
"Matrícula em distorção no ensino médio","2009","Fortaleza","33784"
"Matrícula em distorção no ensino médio","2009","Fortim","175"
"Matrícula em distorção no ensino médio","2009","Frecheirinha","88"
"Matrícula em distorção no ensino médio","2009","General Sampaio","94"
"Matrícula em distorção no ensino médio","2009","Graça","110"
"Matrícula em distorção no ensino médio","2009","Granja","698"
"Matrícula em distorção no ensino médio","2009","Granjeiro","114"
"Matrícula em distorção no ensino médio","2009","Groaíras","116"
"Matrícula em distorção no ensino médio","2009","Guaiúba","309"
"Matrícula em distorção no ensino médio","2009","Guaraciaba do Norte","539"
"Matrícula em distorção no ensino médio","2009","Guaramiranga","43"
"Matrícula em distorção no ensino médio","2009","Hidrolândia","193"
"Matrícula em distorção no ensino médio","2009","Horizonte","828"
"Matrícula em distorção no ensino médio","2009","Ibaretama","157"
"Matrícula em distorção no ensino médio","2009","Ibiapina","295"
"Matrícula em distorção no ensino médio","2009","Ibicuitinga","164"
"Matrícula em distorção no ensino médio","2009","Icapuí","187"
"Matrícula em distorção no ensino médio","2009","Icó","461"
"Matrícula em distorção no ensino médio","2009","Iguatu","1057"
"Matrícula em distorção no ensino médio","2009","Independência","198"
"Matrícula em distorção no ensino médio","2009","Ipaporanga","95"
"Matrícula em distorção no ensino médio","2009","Ipaumirim","117"
"Matrícula em distorção no ensino médio","2009","Ipu","787"
"Matrícula em distorção no ensino médio","2009","Ipueiras","447"
"Matrícula em distorção no ensino médio","2009","Iracema","57"
"Matrícula em distorção no ensino médio","2009","Irauçuba","281"
"Matrícula em distorção no ensino médio","2009","Itaiçaba","70"
"Matrícula em distorção no ensino médio","2009","Itaitinga","686"
"Matrícula em distorção no ensino médio","2009","Itapajé","625"
"Matrícula em distorção no ensino médio","2009","Itapipoca","1273"
"Matrícula em distorção no ensino médio","2009","Itapiúna","235"
"Matrícula em distorção no ensino médio","2009","Itarema","392"
"Matrícula em distorção no ensino médio","2009","Itatira","225"
"Matrícula em distorção no ensino médio","2009","Jaguaretama","156"
"Matrícula em distorção no ensino médio","2009","Jaguaribara","108"
"Matrícula em distorção no ensino médio","2009","Jaguaribe","241"
